Airline,Source,Destination,Total_Stops,Price,Duration_Hours_Minutes,Day_of_Departure,Month_of_Departure,Year_of_Departure,Dep_Time_Hour,Dep_Time_Minute,Arrival_Time_Hour,Arrival_Time_Minute,Day_of_Arrival,Month_of_Arrival,Year_of_Arrival
Jet Airways,Delhi,Cochin,2,10368.0,1615,24,6,2019,9,40,12,35,25,6,2019
IndiGo,Delhi,Cochin,1,6162.0,965,24,4,2019,4,55,21,0,24,4,2019
Jet Airways,Banglore,Delhi,1,17261.0,1135,3,6,2019,14,5,9,0,3,7,2019
Jet Airways,Kolkata,Banglore,1,7064.0,1695,4,1,2019,16,30,20,45,4,2,2019
Jet Airways,Delhi,Cochin,2,13882.0,1490,6,9,2019,11,45,12,35,6,10,2019
Vistara,Delhi,Cochin,0,6216.0,190,6,3,2019,14,40,17,50,6,3,2019
Jet Airways,Delhi,Cochin,2,19644.0,440,18,5,2019,11,40,19,0,18,5,2019
Jet Airways,Banglore,Delhi,0,4544.0,175,5,9,2019,15,15,18,10,5,9,2019
IndiGo,Chennai,Kolkata,0,3384.0,145,27,3,2019,14,40,17,5,27,3,2019
IndiGo,Kolkata,Banglore,0,4804.0,150,6,6,2019,15,15,17,45,6,6,2019
Jet Airways,Kolkata,Banglore,1,10031.0,1435,24,3,2019,19,45,19,40,25,3,2019
Jet Airways,Kolkata,Banglore,1,8586.0,665,5,12,2019,21,10,8,15,13,5,2019
Jet Airways,Banglore,Delhi,1,7832.0,375,21,3,2019,7,0,13,15,21,3,2019
Vistara,Kolkata,Banglore,1,10027.0,965,24,5,2019,17,0,9,5,25,5,2019
IndiGo,Mumbai,Hyderabad,0,2754.0,85,18,3,2019,12,0,13,25,18,3,2019
Jet Airways,Delhi,Cochin,1,12767.0,1225,21,3,2019,8,0,4,25,22,3,2019
GoAir,Kolkata,Banglore,1,8777.0,455,5,9,2019,16,40,0,15,5,10,2019
GoAir,Delhi,Cochin,1,7870.0,310,24,6,2019,14,25,19,35,24,6,2019
Air India,Kolkata,Banglore,2,9416.0,1390,6,12,2019,12,0,11,10,13,6,2019
SpiceJet,Mumbai,Hyderabad,0,2175.0,90,5,6,2019,22,45,0,15,5,7,2019
Multiple carriers,Delhi,Cochin,1,9646.0,765,24,6,2019,9,45,22,30,24,6,2019
Jet Airways,Kolkata,Banglore,1,13731.0,520,24,5,2019,20,0,4,40,25,5,2019
Air India,Delhi,Cochin,2,11552.0,2170,3,6,2019,7,5,19,15,3,7,2019
Air India,Banglore,Delhi,2,10783.0,2315,18,3,2019,8,50,23,25,16,3,2019
Jet Airways,Kolkata,Banglore,1,11467.0,1285,5,1,2019,17,0,14,25,5,2,2019
Air India,Delhi,Cochin,1,8879.0,735,6,3,2019,7,0,19,15,6,3,2019
Multiple carriers,Delhi,Cochin,1,6795.0,760,6,6,2019,12,50,1,30,6,7,2019
IndiGo,Delhi,Cochin,1,14871.0,480,3,3,2019,7,30,15,30,3,3,2019
Multiple carriers,Delhi,Cochin,2,34503.0,630,3,3,2019,15,5,1,35,3,4,2019
Air India,Delhi,Cochin,2,10975.0,1580,15,6,2019,7,5,9,25,16,6,2019
Air India,Kolkata,Banglore,2,15170.0,805,24,5,2019,9,50,23,15,24,5,2019
Air India,Kolkata,Banglore,1,7001.0,1440,5,1,2019,14,35,14,35,5,2,2019
Air India,Kolkata,Banglore,1,8576.0,545,18,5,2019,9,25,18,30,18,5,2019
Jet Airways,Delhi,Cochin,2,15129.0,535,5,9,2019,19,30,4,25,5,10,2019
IndiGo,Banglore,Delhi,0,4823.0,170,4,9,2019,8,30,11,20,4,9,2019
Jet Airways,Kolkata,Banglore,1,10844.0,800,21,5,2019,6,30,19,50,21,5,2019
Vistara,Kolkata,Banglore,1,8085.0,1440,6,9,2019,20,20,20,20,6,10,2019
Jet Airways,Delhi,Cochin,2,20747.0,2045,3,3,2019,18,20,4,25,3,5,2019
Air India,Kolkata,Banglore,1,10203.0,925,5,6,2019,17,30,8,55,5,7,2019
Jet Airways,Delhi,Cochin,1,12898.0,1395,21,5,2019,19,45,19,0,22,5,2019
Jet Airways,Kolkata,Banglore,1,13941.0,1545,5,12,2019,6,30,8,15,13,5,2019
IndiGo,Delhi,Cochin,1,7503.0,625,18,5,2019,10,35,21,0,18,5,2019
Jet Airways,Delhi,Cochin,1,14714.0,600,6,1,2019,9,0,19,0,6,1,2019
IndiGo,Delhi,Cochin,1,5054.0,275,24,6,2019,7,35,12,10,24,6,2019
GoAir,Banglore,Delhi,0,8722.0,175,15,3,2019,20,55,23,50,15,3,2019
Jet Airways,Kolkata,Banglore,1,8586.0,1655,5,6,2019,6,30,10,5,5,7,2019
Air India,Banglore,Delhi,0,5228.0,170,6,9,2019,21,5,23,55,6,9,2019
Air India,Mumbai,Hyderabad,0,3100.0,90,5,9,2019,13,55,15,25,5,9,2019
IndiGo,Delhi,Cochin,0,6541.0,195,6,1,2019,5,35,8,50,6,1,2019
Multiple carriers,Delhi,Cochin,1,8266.0,535,21,5,2019,10,20,19,15,21,5,2019
IndiGo,Delhi,Cochin,1,6628.0,415,6,3,2019,18,35,1,30,6,4,2019
Jet Airways,Kolkata,Banglore,1,9663.0,730,21,5,2019,16,30,4,40,22,5,2019
Jet Airways,Kolkata,Banglore,1,9899.0,365,6,12,2019,16,30,22,35,6,12,2019
IndiGo,Delhi,Cochin,2,6223.0,985,27,3,2019,4,55,21,20,27,3,2019
IndiGo,Kolkata,Banglore,1,5380.0,315,6,9,2019,15,15,20,30,6,9,2019
Multiple carriers,Delhi,Cochin,1,7740.0,810,6,6,2019,7,30,21,0,6,6,2019
Jet Airways,Kolkata,Banglore,1,9899.0,800,6,12,2019,6,30,19,50,6,12,2019
Jet Airways,Banglore,Delhi,0,5198.0,175,18,5,2019,11,10,14,5,18,5,2019
Jet Airways,Delhi,Cochin,2,9254.0,1380,27,3,2019,5,25,4,25,28,3,2019
Jet Airways,Kolkata,Banglore,1,14388.0,1200,18,5,2019,14,5,10,5,19,5,2019
Vistara,Kolkata,Banglore,1,8137.0,1555,5,6,2019,7,10,9,5,5,7,2019
Air India,Delhi,Cochin,2,13591.0,1380,5,9,2019,20,15,19,15,5,10,2019
SpiceJet,Kolkata,Banglore,1,8479.0,435,5,12,2019,11,35,18,50,5,12,2019
Jet Airways,Kolkata,Banglore,1,10844.0,1400,15,5,2019,18,55,18,15,16,5,2019
Air India,Kolkata,Banglore,1,10203.0,1615,6,12,2019,17,30,20,25,13,6,2019
IndiGo,Delhi,Cochin,1,6938.0,490,6,12,2019,14,20,22,30,6,12,2019
Multiple carriers,Delhi,Cochin,1,9646.0,765,15,6,2019,9,45,22,30,15,6,2019
IndiGo,Delhi,Cochin,1,6593.0,300,6,1,2019,16,0,21,0,6,1,2019
Vistara Premium economy,Chennai,Kolkata,0,9125.0,135,3,1,2019,7,5,9,20,3,1,2019
Multiple carriers,Delhi,Cochin,1,7670.0,615,15,5,2019,15,15,1,30,16,5,2019
Air India,Kolkata,Banglore,2,15894.0,525,6,6,2019,14,30,23,15,6,6,2019
Jet Airways,Kolkata,Banglore,1,5608.0,435,15,5,2019,10,20,17,35,15,5,2019
GoAir,Delhi,Cochin,1,5842.0,355,21,5,2019,7,25,13,20,21,5,2019
SpiceJet,Delhi,Cochin,1,4466.0,270,27,3,2019,8,45,13,15,27,3,2019
IndiGo,Chennai,Kolkata,0,3597.0,140,24,6,2019,13,15,15,35,24,6,2019
Jet Airways,Banglore,Delhi,1,13555.0,680,18,3,2019,11,40,23,0,18,3,2019
Air India,Delhi,Cochin,1,10979.0,555,6,3,2019,10,0,19,15,6,3,2019
Jet Airways,Delhi,Cochin,2,15129.0,810,18,5,2019,5,30,19,0,18,5,2019
Air India,Delhi,Cochin,0,5674.0,180,21,3,2019,14,10,17,10,21,3,2019
Vistara,Banglore,Delhi,0,5613.0,170,27,4,2019,9,45,12,35,27,4,2019
SpiceJet,Kolkata,Banglore,0,5725.0,140,24,3,2019,22,20,0,40,25,3,2019
IndiGo,Banglore,Delhi,0,10067.0,170,3,9,2019,16,55,19,45,3,9,2019
SpiceJet,Banglore,Delhi,0,4885.0,170,4,12,2019,9,30,12,20,4,12,2019
Air India,Delhi,Cochin,1,7690.0,1640,6,9,2019,6,5,9,25,6,10,2019
IndiGo,Delhi,Cochin,1,8258.0,305,3,3,2019,20,30,1,35,3,4,2019
Multiple carriers,Delhi,Cochin,1,7408.0,840,6,12,2019,7,0,21,0,6,12,2019
Jet Airways,Kolkata,Banglore,1,10844.0,740,24,5,2019,8,25,20,45,24,5,2019
Jet Airways,Delhi,Cochin,2,8728.0,1600,21,3,2019,16,10,18,50,22,3,2019
IndiGo,Delhi,Cochin,1,5894.0,575,24,6,2019,11,25,21,0,24,6,2019
Air India,Kolkata,Banglore,0,4435.0,155,3,12,2019,20,45,23,20,3,12,2019
Jet Airways,Mumbai,Hyderabad,0,4050.0,85,21,5,2019,2,55,4,20,21,5,2019
IndiGo,Kolkata,Banglore,0,4174.0,155,15,4,2019,22,15,0,50,16,4,2019
Air India,Delhi,Cochin,1,5957.0,1420,27,3,2019,9,45,9,25,28,3,2019
Jet Airways,Kolkata,Banglore,1,12692.0,1685,6,9,2019,17,0,21,5,6,10,2019
IndiGo,Banglore,Delhi,0,7303.0,170,24,3,2019,16,55,19,45,24,3,2019
Air India,Kolkata,Banglore,1,6117.0,965,5,1,2019,19,0,11,5,5,2,2019
IndiGo,Delhi,Cochin,0,6015.0,195,5,12,2019,5,35,8,50,5,12,2019
Air India,Kolkata,Banglore,2,11642.0,1210,6,9,2019,9,25,5,35,6,10,2019
Multiple carriers,Delhi,Cochin,1,7564.0,755,18,5,2019,6,40,19,15,18,5,2019
IndiGo,Banglore,Delhi,0,4823.0,180,24,4,2019,16,55,19,55,24,4,2019
IndiGo,Delhi,Cochin,1,6442.0,665,27,6,2019,5,5,16,10,27,6,2019
Air India,Kolkata,Banglore,1,6327.0,965,6,9,2019,19,0,11,5,6,10,2019
Air India,Delhi,Cochin,1,7416.0,1350,27,3,2019,9,45,8,15,28,3,2019
Air India,Delhi,Cochin,2,14588.0,1470,27,5,2019,7,10,7,40,28,5,2019
Multiple carriers,Delhi,Cochin,1,7198.0,930,6,12,2019,10,0,1,30,13,6,2019
Air India,Delhi,Cochin,1,8669.0,735,27,6,2019,7,0,19,15,27,6,2019
IndiGo,Delhi,Cochin,1,6093.0,860,6,9,2019,6,40,21,0,6,9,2019
Air India,Kolkata,Banglore,2,15107.0,1320,5,9,2019,14,30,12,30,5,10,2019
Air India,Delhi,Cochin,1,8372.0,1360,18,5,2019,9,0,7,40,19,5,2019
Jet Airways,Kolkata,Banglore,1,7064.0,850,4,1,2019,8,25,22,35,4,1,2019
Vistara,Kolkata,Banglore,1,12732.0,945,24,3,2019,7,10,22,55,24,3,2019
SpiceJet,Chennai,Kolkata,0,3597.0,140,27,6,2019,17,45,20,5,27,6,2019
IndiGo,Banglore,Delhi,0,7303.0,180,24,3,2019,8,30,11,30,24,3,2019
Air India,Kolkata,Banglore,2,10991.0,875,6,6,2019,5,50,20,25,6,6,2019
Air India,Banglore,Delhi,1,10321.0,1490,3,9,2019,10,30,11,20,13,3,2019
IndiGo,Banglore,Delhi,0,3943.0,170,6,6,2019,13,0,15,50,6,6,2019
IndiGo,Delhi,Cochin,1,5636.0,315,21,5,2019,7,15,12,30,21,5,2019
IndiGo,Kolkata,Banglore,1,4268.0,290,4,9,2019,15,15,20,5,4,9,2019
Jet Airways,Delhi,Cochin,2,13014.0,810,6,9,2019,5,30,19,0,6,9,2019
Multiple carriers,Delhi,Cochin,1,13727.0,720,5,9,2019,9,0,21,0,5,9,2019
IndiGo,Kolkata,Banglore,0,4174.0,150,4,9,2019,15,15,17,45,4,9,2019
Air India,Delhi,Cochin,2,10493.0,435,27,3,2019,12,0,19,15,27,3,2019
IndiGo,Delhi,Cochin,1,6794.0,625,21,5,2019,10,35,21,0,21,5,2019
IndiGo,Kolkata,Banglore,1,7228.0,315,5,12,2019,21,0,2,15,13,5,2019
Jet Airways,Banglore,Delhi,1,26890.0,685,3,1,2019,7,0,18,25,3,1,2019
Multiple carriers,Delhi,Cochin,1,7038.0,540,6,1,2019,7,10,16,10,6,1,2019
Jet Airways,Kolkata,Banglore,1,7064.0,1545,4,1,2019,6,30,8,15,4,2,2019
Jet Airways,Kolkata,Banglore,1,10031.0,1575,24,3,2019,21,10,23,25,25,3,2019
Jet Airways,Kolkata,Banglore,1,9663.0,520,5,6,2019,20,0,4,40,5,7,2019
Air Asia,Banglore,Delhi,0,4483.0,170,5,1,2019,23,55,2,45,5,2,2019
Jet Airways,Banglore,Delhi,0,5769.0,180,6,3,2019,8,20,11,20,6,3,2019
IndiGo,Kolkata,Banglore,0,4804.0,150,24,4,2019,15,15,17,45,24,4,2019
Air India,Kolkata,Banglore,0,4145.0,155,15,5,2019,20,45,23,20,15,5,2019
Air India,Kolkata,Banglore,0,4880.0,155,18,5,2019,20,45,23,20,18,5,2019
SpiceJet,Chennai,Kolkata,0,3543.0,135,6,6,2019,9,45,12,0,6,6,2019
Jet Airways,Banglore,Delhi,1,27992.0,745,3,1,2019,8,55,21,20,3,1,2019
IndiGo,Delhi,Cochin,1,7191.0,810,5,9,2019,7,30,21,0,5,9,2019
Vistara,Banglore,Delhi,0,5403.0,160,4,1,2019,7,0,9,40,4,1,2019
Jet Airways,Delhi,Cochin,2,15812.0,440,6,9,2019,11,40,19,0,6,9,2019
Jet Airways,Banglore,Delhi,0,4544.0,180,4,9,2019,19,50,22,50,4,9,2019
Air Asia,Delhi,Cochin,1,11410.0,340,6,3,2019,16,45,22,25,6,3,2019
IndiGo,Chennai,Kolkata,0,4332.0,145,5,3,2019,11,35,14,0,5,3,2019
Jet Airways,Banglore,Delhi,0,4544.0,180,15,4,2019,17,45,20,45,15,4,2019
IndiGo,Kolkata,Banglore,1,4226.0,240,24,5,2019,6,20,10,20,24,5,2019
Air India,Kolkata,Banglore,0,4145.0,155,6,3,2019,20,45,23,20,6,3,2019
Multiple carriers,Delhi,Cochin,1,14848.0,555,27,6,2019,10,0,19,15,27,6,2019
IndiGo,Banglore,Delhi,0,3419.0,175,4,3,2019,0,30,3,25,4,3,2019
Jet Airways,Banglore,Delhi,0,7229.0,180,24,3,2019,18,55,21,55,24,3,2019
SpiceJet,Delhi,Cochin,1,5830.0,270,6,3,2019,8,45,13,15,6,3,2019
Jet Airways,Banglore,Delhi,1,10972.0,1055,18,3,2019,14,5,7,40,16,3,2019
Jet Airways,Kolkata,Banglore,1,14231.0,795,24,3,2019,18,55,8,10,25,3,2019
Jet Airways,Kolkata,Banglore,1,10844.0,1495,6,9,2019,18,55,19,50,6,10,2019
SpiceJet,Kolkata,Banglore,1,11468.0,435,5,12,2019,11,15,18,30,5,12,2019
Air Asia,Kolkata,Banglore,0,4409.0,150,18,5,2019,22,50,1,20,19,5,2019
Jet Airways,Delhi,Cochin,2,13376.0,1320,27,6,2019,14,35,12,35,28,6,2019
IndiGo,Banglore,Delhi,0,4077.0,170,21,6,2019,23,30,2,20,22,6,2019
Jet Airways,Kolkata,Banglore,1,13067.0,690,5,9,2019,9,35,21,5,5,9,2019
IndiGo,Banglore,Delhi,0,4823.0,175,6,6,2019,7,10,10,5,6,6,2019
Multiple carriers,Delhi,Cochin,1,14817.0,745,3,9,2019,6,50,19,15,3,9,2019
IndiGo,Chennai,Kolkata,0,4326.0,140,24,3,2019,7,55,10,15,24,3,2019
Multiple carriers,Delhi,Cochin,1,15603.0,840,3,3,2019,7,0,21,0,3,3,2019
Air India,Kolkata,Banglore,2,13885.0,1830,24,3,2019,16,45,23,15,25,3,2019
Jet Airways,Banglore,Delhi,1,17261.0,1280,3,6,2019,11,40,9,0,3,7,2019
Multiple carriers,Delhi,Cochin,3,15629.0,565,6,9,2019,11,35,21,0,6,9,2019
Air India,Kolkata,Banglore,2,6117.0,1170,5,6,2019,9,10,4,40,5,7,2019
Jet Airways,Delhi,Cochin,2,12819.0,1760,24,6,2019,23,5,4,25,26,6,2019
Multiple carriers,Delhi,Cochin,1,13377.0,435,27,5,2019,18,15,1,30,28,5,2019
Jet Airways,Banglore,Delhi,1,26890.0,495,3,1,2019,7,0,15,15,3,1,2019
IndiGo,Banglore,Delhi,0,3419.0,175,15,5,2019,0,30,3,25,15,5,2019
Air India,Kolkata,Banglore,2,14960.0,805,15,5,2019,9,50,23,15,15,5,2019
Air India,Mumbai,Hyderabad,0,11185.0,75,3,3,2019,19,30,20,45,3,3,2019
Air India,Delhi,Cochin,1,8372.0,1455,27,5,2019,19,0,19,15,28,5,2019
Jet Airways,Delhi,Cochin,1,10262.0,620,6,6,2019,2,15,12,35,6,6,2019
Air India,Kolkata,Banglore,2,11542.0,1255,6,12,2019,16,50,13,45,13,6,2019
SpiceJet,Kolkata,Banglore,1,4649.0,315,4,3,2019,15,5,20,20,4,3,2019
Jet Airways,Mumbai,Hyderabad,0,5678.0,90,3,9,2019,19,40,21,10,3,9,2019
SpiceJet,Banglore,Delhi,0,3971.0,170,6,1,2019,9,30,12,20,6,1,2019
Multiple carriers,Delhi,Cochin,1,7878.0,540,6,3,2019,7,10,16,10,6,3,2019
Jet Airways,Delhi,Cochin,2,13014.0,810,27,6,2019,5,30,19,0,27,6,2019
IndiGo,Banglore,Delhi,0,4423.0,165,5,1,2019,6,5,8,50,5,1,2019
Jet Airways,Delhi,Cochin,1,10262.0,865,6,1,2019,14,0,4,25,6,2,2019
Vistara,Banglore,Delhi,0,4668.0,170,27,5,2019,9,45,12,35,27,5,2019
Jet Airways,Kolkata,Banglore,1,10844.0,1265,21,5,2019,21,10,18,15,22,5,2019
Jet Airways,Delhi,Cochin,2,10368.0,1125,24,6,2019,9,40,4,25,25,6,2019
IndiGo,Banglore,Delhi,0,4591.0,170,21,4,2019,10,10,13,0,21,4,2019
IndiGo,Delhi,Cochin,1,7191.0,415,5,6,2019,18,35,1,30,5,7,2019
Multiple carriers,Delhi,Cochin,1,9794.0,395,18,5,2019,6,0,12,35,18,5,2019
IndiGo,Banglore,Delhi,0,3943.0,170,6,1,2019,4,0,6,50,6,1,2019
Jet Airways,Kolkata,Banglore,1,13626.0,330,6,12,2019,6,30,12,0,6,12,2019
Jet Airways,Kolkata,Banglore,1,9663.0,800,5,12,2019,20,0,9,20,13,5,2019
Multiple carriers,Delhi,Cochin,1,6093.0,540,15,6,2019,7,10,16,10,15,6,2019
Jet Airways,Banglore,Delhi,1,11717.0,615,3,12,2019,21,25,7,40,13,3,2019
Jet Airways,Kolkata,Banglore,1,14781.0,800,18,5,2019,20,0,9,20,19,5,2019
Jet Airways,Banglore,Delhi,0,7229.0,165,5,3,2019,6,0,8,45,5,3,2019
GoAir,Banglore,Delhi,0,3898.0,165,6,1,2019,20,55,23,40,6,1,2019
Jet Airways,Delhi,Cochin,1,14714.0,825,6,3,2019,22,50,12,35,6,4,2019
Multiple carriers,Delhi,Cochin,1,7005.0,560,27,5,2019,11,40,21,0,27,5,2019
IndiGo,Chennai,Kolkata,0,3597.0,140,15,6,2019,14,45,17,5,15,6,2019
SpiceJet,Kolkata,Banglore,0,4413.0,160,18,3,2019,6,55,9,35,18,3,2019
Multiple carriers,Delhi,Cochin,1,15353.0,535,3,6,2019,10,20,19,15,3,6,2019
IndiGo,Banglore,Delhi,0,3943.0,170,5,1,2019,10,10,13,0,5,1,2019
IndiGo,Chennai,Kolkata,0,6297.0,135,15,3,2019,13,20,15,35,15,3,2019
IndiGo,Banglore,Delhi,0,6144.0,175,3,9,2019,20,0,22,55,3,9,2019
Air India,Delhi,Cochin,2,12257.0,1470,21,5,2019,18,45,19,15,22,5,2019
Jet Airways,Delhi,Cochin,2,15129.0,1390,21,5,2019,13,25,12,35,22,5,2019
Jet Airways,Delhi,Cochin,2,10368.0,1375,24,6,2019,5,30,4,25,25,6,2019
Jet Airways,Delhi,Cochin,2,13029.0,560,5,9,2019,9,40,19,0,5,9,2019
Air India,Kolkata,Banglore,2,9416.0,1390,6,6,2019,12,0,11,10,6,7,2019
Air India,Delhi,Cochin,0,6934.0,185,6,3,2019,18,5,21,10,6,3,2019
Jet Airways,Kolkata,Banglore,1,11467.0,1080,21,5,2019,20,25,14,25,22,5,2019
Multiple carriers,Delhi,Cochin,1,6795.0,615,6,3,2019,15,15,1,30,6,4,2019
IndiGo,Kolkata,Banglore,0,5198.0,155,27,3,2019,15,20,17,55,27,3,2019
Jet Airways,Delhi,Cochin,1,14053.0,1525,3,9,2019,17,25,18,50,3,10,2019
Vistara,Kolkata,Banglore,1,7927.0,975,4,1,2019,7,10,23,25,4,1,2019
IndiGo,Kolkata,Banglore,0,4462.0,165,18,3,2019,10,10,12,55,18,3,2019
GoAir,Banglore,Delhi,0,5048.0,175,27,4,2019,7,45,10,40,27,4,2019
Jet Airways,Kolkata,Banglore,1,10844.0,1655,24,5,2019,20,0,23,35,25,5,2019
Multiple carriers,Delhi,Cochin,1,15411.0,595,3,3,2019,8,55,18,50,3,3,2019
IndiGo,Kolkata,Banglore,0,4462.0,160,18,3,2019,17,15,19,55,18,3,2019
Jet Airways,Mumbai,Hyderabad,0,5678.0,90,27,3,2019,15,50,17,20,27,3,2019
Jet Airways,Delhi,Cochin,1,15764.0,1110,3,6,2019,9,55,4,25,3,7,2019
Jet Airways,Delhi,Cochin,1,17024.0,1285,3,6,2019,22,20,19,45,3,7,2019
Air India,Mumbai,Hyderabad,0,3100.0,80,18,6,2019,6,20,7,40,18,6,2019
Jet Airways,Banglore,Delhi,0,7229.0,185,5,1,2019,18,55,22,0,5,1,2019
IndiGo,Kolkata,Banglore,0,4804.0,150,24,4,2019,14,25,16,55,24,4,2019
Jet Airways,Banglore,Delhi,0,5769.0,180,24,6,2019,8,20,11,20,24,6,2019
Air Asia,Kolkata,Banglore,0,4384.0,150,18,3,2019,19,35,22,5,18,3,2019
Air India,Delhi,Cochin,1,6587.0,1535,27,6,2019,5,15,6,50,28,6,2019
Jet Airways,Banglore,Delhi,1,7832.0,805,21,3,2019,5,45,19,10,21,3,2019
Air India,Chennai,Kolkata,0,7082.0,135,15,3,2019,11,40,13,55,15,3,2019
SpiceJet,Chennai,Kolkata,0,6300.0,135,15,3,2019,8,20,10,35,15,3,2019
Jet Airways,Kolkata,Banglore,1,14571.0,475,6,6,2019,8,25,16,20,6,6,2019
IndiGo,Banglore,Delhi,0,3943.0,170,27,6,2019,13,0,15,50,27,6,2019
Multiple carriers,Delhi,Cochin,1,6878.0,600,21,5,2019,14,55,0,55,22,5,2019
SpiceJet,Mumbai,Hyderabad,0,1965.0,90,4,1,2019,5,45,7,15,4,1,2019
Vistara,Kolkata,Banglore,1,9187.0,1065,21,5,2019,17,0,10,45,22,5,2019
Air India,Banglore,Delhi,0,4441.0,165,24,3,2019,21,10,23,55,24,3,2019
IndiGo,Banglore,Delhi,0,10067.0,180,3,1,2019,8,30,11,30,3,1,2019
IndiGo,Delhi,Cochin,1,5054.0,305,27,6,2019,20,25,1,30,28,6,2019
Multiple carriers,Delhi,Cochin,1,7005.0,900,6,6,2019,6,0,21,0,6,6,2019
Jet Airways,Kolkata,Banglore,1,12121.0,690,15,5,2019,9,35,21,5,15,5,2019
IndiGo,Delhi,Cochin,1,5912.0,290,27,5,2019,15,10,20,0,27,5,2019
Air Asia,Kolkata,Banglore,1,5192.0,710,4,1,2019,7,35,19,25,4,1,2019
IndiGo,Chennai,Kolkata,0,3597.0,140,6,9,2019,13,15,15,35,6,9,2019
Jet Airways,Banglore,Delhi,0,8016.0,160,3,9,2019,18,20,21,0,3,9,2019
Air India,Mumbai,Hyderabad,0,2050.0,85,15,3,2019,15,0,16,25,15,3,2019
SpiceJet,Banglore,Delhi,0,4839.0,175,21,3,2019,9,35,12,30,21,3,2019
IndiGo,Mumbai,Hyderabad,0,4049.0,90,27,5,2019,6,25,7,55,27,5,2019
Vistara,Delhi,Cochin,0,6216.0,190,18,6,2019,6,0,9,10,18,6,2019
SpiceJet,Kolkata,Banglore,0,3841.0,140,21,6,2019,22,20,0,40,22,6,2019
SpiceJet,Kolkata,Banglore,0,3815.0,160,15,3,2019,6,55,9,35,15,3,2019
Air India,Banglore,Delhi,0,5176.0,165,4,3,2019,17,0,19,45,4,3,2019
SpiceJet,Mumbai,Hyderabad,0,2017.0,90,5,9,2019,22,45,0,15,5,10,2019
Vistara,Kolkata,Banglore,1,9187.0,1555,5,9,2019,7,10,9,5,5,10,2019
Vistara,Banglore,Delhi,0,11598.0,165,3,9,2019,9,50,12,35,3,9,2019
Jet Airways,Delhi,Cochin,2,13014.0,1025,6,1,2019,19,30,12,35,6,2,2019
Jet Airways,Delhi,Cochin,1,10262.0,1040,6,1,2019,19,15,12,35,6,2,2019
Air India,Delhi,Cochin,2,9916.0,1380,4,9,2019,20,15,19,15,4,10,2019
Jet Airways,Kolkata,Banglore,1,14231.0,1145,24,3,2019,16,55,12,0,25,3,2019
Jet Airways,Banglore,Delhi,0,7229.0,175,15,6,2019,11,10,14,5,15,6,2019
IndiGo,Delhi,Cochin,1,6316.0,505,27,3,2019,17,10,1,35,28,3,2019
Air Asia,Kolkata,Banglore,0,4384.0,155,3,9,2019,10,20,12,55,3,9,2019
Air India,Delhi,Cochin,2,13381.0,1580,6,12,2019,16,55,19,15,13,6,2019
IndiGo,Chennai,Kolkata,0,4332.0,145,5,12,2019,11,35,14,0,5,12,2019
Air India,Delhi,Cochin,1,8907.0,570,15,6,2019,13,30,23,0,15,6,2019
IndiGo,Kolkata,Banglore,0,4804.0,155,6,12,2019,4,40,7,15,6,12,2019
Air India,Delhi,Cochin,1,15407.0,1480,3,6,2019,7,0,7,40,3,7,2019
Jet Airways,Delhi,Cochin,1,12898.0,1105,27,5,2019,10,0,4,25,28,5,2019
Multiple carriers,Delhi,Cochin,1,6883.0,480,27,3,2019,13,0,21,0,27,3,2019
SpiceJet,Chennai,Kolkata,0,3543.0,140,5,3,2019,17,45,20,5,5,3,2019
IndiGo,Banglore,Delhi,0,4284.0,165,5,6,2019,1,30,4,15,5,6,2019
IndiGo,Mumbai,Hyderabad,0,2437.0,90,5,3,2019,21,20,22,50,5,3,2019
SpiceJet,Kolkata,Banglore,0,4174.0,140,18,4,2019,22,20,0,40,19,4,2019
Jet Airways,Kolkata,Banglore,1,14781.0,960,21,5,2019,20,0,12,0,22,5,2019
Air India,Kolkata,Banglore,2,14960.0,970,21,5,2019,16,45,8,55,22,5,2019
Jet Airways,Banglore,Delhi,0,5769.0,175,27,6,2019,11,10,14,5,27,6,2019
SpiceJet,Delhi,Cochin,1,4812.0,270,24,4,2019,8,45,13,15,24,4,2019
Vistara,Kolkata,Banglore,1,9345.0,975,18,5,2019,7,10,23,25,18,5,2019
IndiGo,Kolkata,Banglore,1,4864.0,330,15,5,2019,7,10,12,40,15,5,2019
IndiGo,Chennai,Kolkata,0,7295.0,140,3,6,2019,19,35,21,55,3,6,2019
Air India,Delhi,Cochin,2,10231.0,1275,6,12,2019,22,0,19,15,13,6,2019
Jet Airways,Delhi,Cochin,1,14714.0,300,6,1,2019,14,0,19,0,6,1,2019
Jet Airways,Delhi,Cochin,1,12032.0,1470,27,3,2019,19,15,19,45,28,3,2019
Jet Airways,Banglore,Delhi,0,4544.0,175,15,4,2019,15,15,18,10,15,4,2019
Jet Airways,Kolkata,Banglore,1,10844.0,705,15,5,2019,6,30,18,15,15,5,2019
Vistara,Banglore,Delhi,1,12476.0,355,3,3,2019,6,40,12,35,3,3,2019
Jet Airways,Banglore,Delhi,1,11087.0,1585,3,12,2019,20,35,23,0,13,3,2019
Air India,Delhi,Cochin,3,10703.0,2280,6,6,2019,5,15,19,15,6,7,2019
IndiGo,Delhi,Cochin,1,6734.0,835,5,9,2019,8,35,22,30,5,9,2019
