Airline,Source,Destination,Total_Stops,Duration_Hours_Minutes,Day_of_Departure,Month_of_Departure,Year_of_Departure,Dep_Time_Hour,Dep_Time_Minute,Arrival_Time_Hour,Arrival_Time_Minute,Day_of_Arrival,Month_of_Arrival,Year_of_Arrival
Air India,Delhi,Cochin,0,185,18,3,2019,18,5,21,10,18,3,2019
Jet Airways,Banglore,Delhi,0,185,18,5,2019,18,55,22,0,18,5,2019
IndiGo,Mumbai,Hyderabad,0,90,18,6,2019,6,25,7,55,18,6,2019
Jet Airways,Mumbai,Hyderabad,0,90,18,3,2019,19,35,21,5,18,3,2019
Jet Airways,Delhi,Cochin,1,1355,5,9,2019,14,0,12,35,5,10,2019
Jet Airways,Delhi,Cochin,1,1415,3,9,2019,19,15,18,50,3,10,2019
IndiGo,Banglore,Delhi,0,170,15,5,2019,8,30,11,20,15,5,2019
IndiGo,Banglore,Delhi,0,180,6,3,2019,21,15,0,15,6,4,2019
Multiple carriers,Delhi,Cochin,1,545,3,9,2019,13,15,22,20,3,9,2019
Jet Airways,Kolkata,Banglore,1,1605,24,3,2019,16,55,19,40,25,3,2019
Jet Airways,Banglore,Delhi,1,840,21,3,2019,21,25,11,25,19,3,2019
Air India,Kolkata,Banglore,1,545,21,5,2019,9,25,18,30,21,5,2019
Air India,Kolkata,Banglore,2,1345,6,9,2019,7,0,5,25,6,10,2019
IndiGo,Banglore,Delhi,0,170,6,3,2019,22,10,1,0,6,4,2019
Air India,Delhi,Cochin,1,700,6,9,2019,20,0,7,40,6,10,2019
IndiGo,Delhi,Cochin,1,975,6,6,2019,9,15,1,30,6,7,2019
Multiple carriers,Delhi,Cochin,1,375,18,5,2019,13,0,19,15,18,5,2019
IndiGo,Mumbai,Hyderabad,0,90,4,1,2019,9,10,10,40,4,1,2019
Air India,Delhi,Cochin,1,1255,6,12,2019,12,30,9,25,13,6,2019
Jet Airways,Delhi,Cochin,1,1415,6,3,2019,13,0,12,35,6,4,2019
Jet Airways,Kolkata,Banglore,1,1005,15,5,2019,17,0,9,45,16,5,2019
Jet Airways,Delhi,Cochin,2,1475,3,6,2019,19,10,19,45,3,7,2019
Jet Airways,Kolkata,Banglore,1,1500,5,9,2019,17,0,18,0,5,10,2019
Jet Airways,Delhi,Cochin,1,1570,21,3,2019,2,15,4,25,22,3,2019
Jet Airways,Banglore,Delhi,1,625,18,3,2019,5,45,16,10,18,3,2019
Air India,Delhi,Cochin,1,1255,24,6,2019,12,30,9,25,25,6,2019
GoAir,Delhi,Cochin,1,350,27,3,2019,7,0,12,50,27,3,2019
Jet Airways,Delhi,Cochin,2,1375,6,9,2019,5,30,4,25,6,10,2019
IndiGo,Kolkata,Banglore,0,155,4,9,2019,22,15,0,50,4,10,2019
Air India,Delhi,Cochin,2,1595,18,5,2019,16,40,19,15,19,5,2019
Jet Airways,Delhi,Cochin,2,1430,5,9,2019,19,10,19,0,5,10,2019
Air Asia,Delhi,Cochin,1,870,21,4,2019,7,55,22,25,21,4,2019
Jet Airways,Delhi,Cochin,2,1490,15,6,2019,11,45,12,35,16,6,2019
IndiGo,Delhi,Cochin,1,455,6,3,2019,8,35,16,10,6,3,2019
Air India,Delhi,Cochin,1,765,24,6,2019,20,40,9,25,25,6,2019
SpiceJet,Chennai,Kolkata,0,135,27,6,2019,8,20,10,35,27,6,2019
Multiple carriers,Delhi,Cochin,1,610,3,3,2019,15,25,1,35,3,4,2019
SpiceJet,Mumbai,Hyderabad,0,90,27,5,2019,5,45,7,15,27,5,2019
Jet Airways,Banglore,Delhi,0,185,5,3,2019,18,55,22,0,5,3,2019
Air India,Kolkata,Banglore,2,1830,24,5,2019,12,0,18,30,25,5,2019
Jet Airways,Delhi,Cochin,0,195,18,6,2019,9,50,13,5,18,6,2019
Air Asia,Banglore,Delhi,0,170,3,9,2019,5,50,8,40,3,9,2019
SpiceJet,Kolkata,Banglore,0,145,24,6,2019,9,0,11,25,24,6,2019
IndiGo,Banglore,Delhi,0,170,27,4,2019,13,0,15,50,27,4,2019
Vistara,Mumbai,Hyderabad,1,750,3,6,2019,10,25,22,55,3,6,2019
Multiple carriers,Delhi,Cochin,1,540,15,5,2019,10,0,19,0,15,5,2019
Jet Airways,Banglore,Delhi,1,1200,3,6,2019,11,40,7,40,3,7,2019
IndiGo,Banglore,Delhi,0,170,4,9,2019,5,30,8,20,4,9,2019
Jet Airways,Delhi,Cochin,2,1365,27,3,2019,5,40,4,25,28,3,2019
IndiGo,Delhi,Cochin,2,565,3,9,2019,11,55,21,20,3,9,2019
Jet Airways,Banglore,Delhi,0,165,18,6,2019,6,0,8,45,18,6,2019
SpiceJet,Kolkata,Banglore,0,150,15,4,2019,17,10,19,40,15,4,2019
Jet Airways,Delhi,Cochin,2,1320,6,12,2019,14,35,12,35,13,6,2019
Air India,Delhi,Cochin,1,1215,24,5,2019,23,0,19,15,25,5,2019
Jet Airways,Delhi,Cochin,1,660,6,3,2019,8,0,19,0,6,3,2019
Air India,Delhi,Cochin,2,970,3,6,2019,17,15,9,25,3,7,2019
Vistara,Mumbai,Hyderabad,1,1065,3,6,2019,15,40,9,25,3,7,2019
Multiple carriers,Delhi,Cochin,1,630,27,5,2019,8,30,19,0,27,5,2019
Air India,Kolkata,Banglore,2,920,18,5,2019,10,0,1,20,19,5,2019
Air India,Delhi,Cochin,0,180,4,3,2019,14,10,17,10,4,3,2019
Jet Airways,Delhi,Cochin,2,1390,27,6,2019,13,25,12,35,28,6,2019
Jet Airways,Kolkata,Banglore,1,775,6,9,2019,21,10,10,5,6,10,2019
Air India,Kolkata,Banglore,0,150,21,4,2019,14,15,16,45,21,4,2019
Jet Airways,Kolkata,Banglore,1,570,24,5,2019,14,5,23,35,24,5,2019
IndiGo,Banglore,Delhi,0,180,6,3,2019,16,55,19,55,6,3,2019
Jet Airways,Banglore,Delhi,0,180,4,3,2019,7,10,10,10,4,3,2019
SpiceJet,Banglore,Delhi,0,170,15,4,2019,9,30,12,20,15,4,2019
Jet Airways,Delhi,Cochin,1,360,4,6,2019,13,0,19,0,4,6,2019
Jet Airways,Banglore,Delhi,0,180,15,6,2019,8,20,11,20,15,6,2019
Jet Airways,Delhi,Cochin,2,880,3,9,2019,13,45,4,25,3,10,2019
IndiGo,Delhi,Cochin,1,975,6,9,2019,9,15,1,30,6,10,2019
Air India,Delhi,Cochin,1,965,15,5,2019,17,20,9,25,16,5,2019
Air India,Delhi,Cochin,1,375,18,5,2019,13,0,19,15,18,5,2019
Jet Airways,Banglore,Delhi,0,180,4,6,2019,19,50,22,50,4,6,2019
Jet Airways,Kolkata,Banglore,1,425,6,12,2019,16,30,23,35,6,12,2019
Jet Airways,Delhi,Cochin,2,1125,6,1,2019,9,40,4,25,6,2,2019
IndiGo,Delhi,Cochin,1,320,24,6,2019,6,50,12,10,24,6,2019
Jet Airways,Banglore,Delhi,1,280,15,3,2019,9,45,14,25,15,3,2019
Multiple carriers,Delhi,Cochin,1,765,6,1,2019,9,45,22,30,6,1,2019
Air India,Delhi,Cochin,2,435,3,6,2019,12,0,19,15,3,6,2019
Air India,Kolkata,Banglore,2,1390,21,5,2019,12,0,11,10,22,5,2019
Jet Airways,Kolkata,Banglore,1,365,6,12,2019,16,30,22,35,6,12,2019
IndiGo,Delhi,Cochin,1,630,27,5,2019,15,0,1,30,28,5,2019
Jet Airways,Kolkata,Banglore,1,960,6,9,2019,20,0,12,0,6,10,2019
IndiGo,Chennai,Kolkata,0,140,15,6,2019,7,55,10,15,15,6,2019
Jet Airways,Kolkata,Banglore,1,1695,24,3,2019,13,55,18,10,25,3,2019
Jet Airways,Kolkata,Banglore,1,1540,18,5,2019,20,25,22,5,19,5,2019
Jet Airways,Banglore,Delhi,1,1475,3,9,2019,8,55,9,30,13,3,2019
Air Asia,Banglore,Delhi,0,170,6,1,2019,23,55,2,45,6,2,2019
Air India,Delhi,Cochin,2,1210,3,9,2019,13,15,9,25,3,10,2019
Jet Airways,Kolkata,Banglore,1,800,15,5,2019,6,30,19,50,15,5,2019
IndiGo,Delhi,Cochin,1,265,3,6,2019,7,35,12,0,3,6,2019
Jet Airways,Delhi,Cochin,2,1325,27,3,2019,6,20,4,25,28,3,2019
IndiGo,Delhi,Cochin,1,305,3,3,2019,20,30,1,35,3,4,2019
Air India,Delhi,Cochin,1,1640,5,9,2019,6,5,9,25,5,10,2019
Air India,Kolkata,Banglore,1,1615,24,5,2019,17,30,20,25,25,5,2019
Multiple carriers,Delhi,Cochin,1,675,6,12,2019,8,0,19,15,6,12,2019
Vistara,Banglore,Delhi,0,160,24,3,2019,7,0,9,40,24,3,2019
Jet Airways,Delhi,Cochin,1,660,3,9,2019,17,25,4,25,3,10,2019
Jet Airways,Delhi,Cochin,1,1570,24,6,2019,2,15,4,25,25,6,2019
Jet Airways,Delhi,Cochin,2,1125,15,6,2019,9,40,4,25,16,6,2019
Jet Airways,Banglore,Delhi,1,1400,3,6,2019,5,45,5,5,3,7,2019
IndiGo,Banglore,Delhi,0,170,24,5,2019,13,0,15,50,24,5,2019
Jet Airways,Delhi,Cochin,1,1280,27,3,2019,7,5,4,25,28,3,2019
Jet Airways,Delhi,Cochin,1,1570,21,5,2019,2,15,4,25,22,5,2019
SpiceJet,Chennai,Kolkata,0,135,27,6,2019,8,20,10,35,27,6,2019
Jet Airways,Kolkata,Banglore,1,710,24,3,2019,16,55,4,45,25,3,2019
Jet Airways,Delhi,Cochin,2,1430,24,6,2019,19,10,19,0,25,6,2019
Multiple carriers,Delhi,Cochin,1,660,21,5,2019,8,0,19,0,21,5,2019
Jet Airways,Delhi,Cochin,1,715,5,9,2019,7,5,19,0,5,9,2019
Jet Airways,Kolkata,Banglore,1,975,24,3,2019,19,45,12,0,25,3,2019
Jet Airways,Delhi,Cochin,1,1325,27,5,2019,20,55,19,0,28,5,2019
Air Asia,Kolkata,Banglore,0,155,5,12,2019,10,20,12,55,5,12,2019
Jet Airways,Delhi,Cochin,1,335,18,5,2019,22,50,4,25,19,5,2019
IndiGo,Banglore,Delhi,0,180,5,3,2019,16,55,19,55,5,3,2019
IndiGo,Kolkata,Banglore,0,160,5,3,2019,21,25,0,5,5,4,2019
Jet Airways,Delhi,Cochin,1,1395,27,6,2019,19,45,19,0,28,6,2019
Air Asia,Banglore,Delhi,0,170,21,6,2019,4,55,7,45,21,6,2019
Trujet,Mumbai,Hyderabad,1,195,3,6,2019,13,5,16,20,3,6,2019
SpiceJet,Banglore,Delhi,0,160,15,4,2019,5,55,8,35,15,4,2019
Jet Airways,Banglore,Delhi,0,175,5,12,2019,11,10,14,5,5,12,2019
SpiceJet,Mumbai,Hyderabad,0,90,6,1,2019,5,45,7,15,6,1,2019
Jet Airways,Delhi,Cochin,1,1530,21,5,2019,17,30,19,0,22,5,2019
Jet Airways,Delhi,Cochin,2,1295,24,6,2019,21,25,19,0,25,6,2019
Jet Airways,Delhi,Cochin,1,335,6,9,2019,22,50,4,25,6,10,2019
IndiGo,Kolkata,Banglore,0,155,4,12,2019,17,15,19,50,4,12,2019
SpiceJet,Chennai,Kolkata,0,135,21,5,2019,8,20,10,35,21,5,2019
Vistara,Kolkata,Banglore,1,865,21,5,2019,20,20,10,45,22,5,2019
Air India,Banglore,Delhi,0,170,4,3,2019,21,5,23,55,4,3,2019
Jet Airways,Banglore,Delhi,1,780,18,3,2019,18,40,7,40,16,3,2019
IndiGo,Banglore,Delhi,0,170,4,1,2019,13,0,15,50,4,1,2019
Jet Airways,Delhi,Cochin,1,1295,27,6,2019,15,0,12,35,28,6,2019
Air Asia,Banglore,Delhi,0,170,27,4,2019,4,55,7,45,27,4,2019
IndiGo,Delhi,Cochin,1,575,5,9,2019,11,25,21,0,5,9,2019
SpiceJet,Chennai,Kolkata,0,135,5,3,2019,8,20,10,35,5,3,2019
Vistara,Chennai,Kolkata,0,140,5,3,2019,17,45,20,5,5,3,2019
Air India,Banglore,Delhi,1,500,15,3,2019,13,50,22,10,15,3,2019
Multiple carriers,Delhi,Cochin,1,840,21,5,2019,7,0,21,0,21,5,2019
IndiGo,Mumbai,Hyderabad,0,90,4,1,2019,21,20,22,50,4,1,2019
Vistara,Banglore,Delhi,0,170,27,4,2019,21,0,23,50,27,4,2019
Air India,Delhi,Cochin,0,185,6,6,2019,18,5,21,10,6,6,2019
IndiGo,Banglore,Delhi,0,175,3,1,2019,20,0,22,55,3,1,2019
Jet Airways,Banglore,Delhi,1,280,15,3,2019,5,45,10,25,15,3,2019
Multiple carriers,Delhi,Cochin,1,570,15,6,2019,11,30,21,0,15,6,2019
Multiple carriers,Delhi,Cochin,1,755,18,5,2019,6,40,19,15,18,5,2019
SpiceJet,Kolkata,Banglore,0,140,21,3,2019,22,20,0,40,22,3,2019
Jet Airways,Kolkata,Banglore,1,730,6,12,2019,21,10,9,20,13,6,2019
IndiGo,Mumbai,Hyderabad,0,95,27,6,2019,20,5,21,40,27,6,2019
Air Asia,Banglore,Delhi,0,170,6,6,2019,23,55,2,45,6,7,2019
IndiGo,Delhi,Cochin,1,290,27,5,2019,15,10,20,0,27,5,2019
IndiGo,Delhi,Cochin,1,405,3,3,2019,4,45,11,30,3,3,2019
Multiple carriers,Delhi,Cochin,1,765,18,5,2019,9,45,22,30,18,5,2019
GoAir,Banglore,Delhi,1,270,3,1,2019,15,45,20,15,3,1,2019
Jet Airways,Delhi,Cochin,1,1595,24,6,2019,10,0,12,35,25,6,2019
Multiple carriers,Delhi,Cochin,1,730,5,9,2019,7,5,19,15,5,9,2019
Air India,Delhi,Cochin,2,1275,21,5,2019,22,0,19,15,22,5,2019
Jet Airways,Delhi,Cochin,1,1010,6,9,2019,19,45,12,35,6,10,2019
Jet Airways,Kolkata,Banglore,1,1010,5,12,2019,16,30,9,20,13,5,2019
IndiGo,Banglore,Delhi,0,170,5,3,2019,22,10,1,0,5,4,2019
SpiceJet,Kolkata,Banglore,0,155,6,3,2019,6,55,9,30,6,3,2019
Jet Airways,Kolkata,Banglore,1,1410,24,3,2019,21,10,20,40,25,3,2019
Air India,Kolkata,Banglore,0,155,6,1,2019,20,45,23,20,6,1,2019
Jet Airways,Banglore,Delhi,1,860,3,6,2019,7,0,21,20,3,6,2019
Air Asia,Kolkata,Banglore,1,720,21,5,2019,22,40,10,40,22,5,2019
Multiple carriers,Delhi,Cochin,1,555,6,3,2019,10,0,19,15,6,3,2019
Air India,Delhi,Cochin,2,1275,27,6,2019,22,0,19,15,28,6,2019
Jet Airways,Delhi,Cochin,2,560,6,3,2019,9,40,19,0,6,3,2019
IndiGo,Kolkata,Banglore,1,290,5,1,2019,15,15,20,5,5,1,2019
Jet Airways,Banglore,Delhi,0,180,15,5,2019,7,10,10,10,15,5,2019
IndiGo,Chennai,Kolkata,0,145,5,3,2019,11,35,14,0,5,3,2019
Multiple carriers,Delhi,Cochin,1,555,21,3,2019,10,0,19,15,21,3,2019
Jet Airways,Delhi,Cochin,2,1430,27,6,2019,19,10,19,0,28,6,2019
SpiceJet,Kolkata,Banglore,0,155,4,12,2019,6,55,9,30,4,12,2019
Vistara,Kolkata,Banglore,1,1555,4,1,2019,7,10,9,5,4,2,2019
Air Asia,Delhi,Cochin,1,330,27,6,2019,7,55,13,25,27,6,2019
Jet Airways,Kolkata,Banglore,1,1200,18,5,2019,14,5,10,5,19,5,2019
Jet Airways,Kolkata,Banglore,1,1400,5,12,2019,18,55,18,15,13,5,2019
IndiGo,Kolkata,Banglore,0,165,24,3,2019,10,10,12,55,24,3,2019
Jet Airways,Delhi,Cochin,1,450,6,3,2019,11,30,19,0,6,3,2019
Jet Airways,Kolkata,Banglore,1,665,5,1,2019,21,10,8,15,5,2,2019
Jet Airways,Delhi,Cochin,1,600,15,6,2019,9,0,19,0,15,6,2019
SpiceJet,Chennai,Kolkata,0,135,15,5,2019,8,20,10,35,15,5,2019
Air India,Delhi,Cochin,0,185,3,6,2019,18,5,21,10,3,6,2019
Multiple carriers,Delhi,Cochin,1,490,6,12,2019,12,50,21,0,6,12,2019
Air India,Mumbai,Hyderabad,0,80,6,9,2019,6,20,7,40,6,9,2019
IndiGo,Banglore,Delhi,0,175,24,3,2019,7,10,10,5,24,3,2019
Air Asia,Delhi,Cochin,1,340,15,6,2019,16,45,22,25,15,6,2019
Air India,Delhi,Cochin,0,185,21,6,2019,18,5,21,10,21,6,2019
Air India,Mumbai,Hyderabad,0,85,21,5,2019,15,0,16,25,21,5,2019
Multiple carriers,Delhi,Cochin,1,630,6,9,2019,8,30,19,0,6,9,2019
Jet Airways,Delhi,Cochin,1,925,21,3,2019,13,0,4,25,22,3,2019
Air India,Banglore,Delhi,3,1480,3,12,2019,17,25,18,5,13,3,2019
Jet Airways,Kolkata,Banglore,1,1285,18,5,2019,18,55,16,20,19,5,2019
Air Asia,Banglore,Delhi,0,170,4,1,2019,4,55,7,45,4,1,2019
Air India,Delhi,Cochin,2,1395,3,9,2019,20,0,19,15,3,10,2019
Jet Airways,Banglore,Delhi,1,570,15,3,2019,8,55,18,25,15,3,2019
Air India,Delhi,Cochin,2,500,6,9,2019,10,55,19,15,6,9,2019
Jet Airways,Delhi,Cochin,1,360,6,3,2019,13,0,19,0,6,3,2019
SpiceJet,Chennai,Kolkata,0,155,18,3,2019,9,30,12,5,18,3,2019
SpiceJet,Kolkata,Banglore,0,160,3,3,2019,6,55,9,35,3,3,2019
Jet Airways,Delhi,Cochin,1,925,5,6,2019,13,0,4,25,5,7,2019
Multiple carriers,Delhi,Cochin,1,440,27,5,2019,11,40,19,0,27,5,2019
SpiceJet,Delhi,Cochin,1,270,6,6,2019,8,45,13,15,6,6,2019
Air Asia,Delhi,Cochin,1,870,24,6,2019,7,55,22,25,24,6,2019
Air India,Mumbai,Hyderabad,0,75,24,3,2019,19,30,20,45,24,3,2019
Jet Airways,Kolkata,Banglore,1,910,5,6,2019,18,55,10,5,5,7,2019
IndiGo,Kolkata,Banglore,0,155,18,5,2019,4,40,7,15,18,5,2019
Jet Airways,Kolkata,Banglore,1,660,24,3,2019,21,10,8,10,25,3,2019
Jet Airways,Kolkata,Banglore,1,1075,5,1,2019,17,0,10,55,5,2,2019
IndiGo,Kolkata,Banglore,1,295,15,5,2019,9,20,14,15,15,5,2019
IndiGo,Chennai,Kolkata,0,140,27,3,2019,5,15,7,35,27,3,2019
Jet Airways,Delhi,Cochin,1,1395,15,6,2019,19,45,19,0,16,6,2019
IndiGo,Banglore,Delhi,0,180,15,6,2019,21,15,0,15,16,6,2019
Multiple carriers,Delhi,Cochin,1,600,24,6,2019,9,15,19,15,24,6,2019
Multiple carriers,Delhi,Cochin,1,625,3,3,2019,8,25,18,50,3,3,2019
Multiple carriers,Delhi,Cochin,1,910,6,9,2019,3,50,19,0,6,9,2019
Air India,Delhi,Cochin,1,675,21,3,2019,8,0,19,15,21,3,2019
Air India,Banglore,Delhi,0,165,15,3,2019,21,10,23,55,15,3,2019
GoAir,Delhi,Cochin,1,455,3,3,2019,5,45,13,20,3,3,2019
IndiGo,Banglore,Delhi,0,170,21,5,2019,8,30,11,20,21,5,2019
Air Asia,Kolkata,Banglore,0,150,15,6,2019,22,50,1,20,16,6,2019
Jet Airways,Kolkata,Banglore,1,1375,18,5,2019,5,45,4,40,19,5,2019
IndiGo,Chennai,Kolkata,0,145,3,1,2019,11,35,14,0,3,1,2019
Jet Airways,Banglore,Delhi,0,175,18,4,2019,11,10,14,5,18,4,2019
GoAir,Kolkata,Banglore,1,495,24,5,2019,23,30,7,45,25,5,2019
Jet Airways,Kolkata,Banglore,1,510,5,1,2019,14,5,22,35,5,1,2019
Air India,Delhi,Cochin,2,1490,6,6,2019,6,50,7,40,6,7,2019
Multiple carriers,Delhi,Cochin,1,690,6,6,2019,7,30,19,0,6,6,2019
Multiple carriers,Delhi,Cochin,1,390,27,5,2019,19,0,1,30,28,5,2019
GoAir,Banglore,Delhi,0,170,24,4,2019,11,40,14,30,24,4,2019
Multiple carriers,Delhi,Cochin,1,535,15,5,2019,10,20,19,15,15,5,2019
IndiGo,Delhi,Cochin,1,415,18,5,2019,18,35,1,30,19,5,2019
Jet Airways,Kolkata,Banglore,1,1170,5,12,2019,16,30,12,0,13,5,2019
Jet Airways,Delhi,Cochin,2,1375,18,5,2019,5,30,4,25,19,5,2019
Jet Airways,Delhi,Cochin,1,1145,27,5,2019,17,30,12,35,28,5,2019
Air India,Kolkata,Banglore,1,675,6,6,2019,9,50,21,5,6,6,2019
Air India,Banglore,Delhi,1,920,3,1,2019,22,0,13,20,3,2,2019
Jet Airways,Kolkata,Banglore,1,730,18,5,2019,21,10,9,20,19,5,2019
Air Asia,Banglore,Delhi,0,165,27,4,2019,11,10,13,55,27,4,2019
Air India,Delhi,Cochin,2,1490,5,9,2019,6,50,7,40,5,10,2019
Air India,Delhi,Cochin,2,865,24,6,2019,17,15,7,40,25,6,2019
Multiple carriers,Delhi,Cochin,1,720,15,6,2019,9,0,21,0,15,6,2019
Jet Airways,Delhi,Cochin,2,1620,21,5,2019,9,35,12,35,22,5,2019
Jet Airways,Kolkata,Banglore,1,1690,6,12,2019,14,5,18,15,13,6,2019
IndiGo,Delhi,Cochin,1,420,3,3,2019,18,35,1,35,3,4,2019
Vistara,Kolkata,Banglore,1,1550,5,9,2019,17,0,18,50,5,10,2019
Multiple carriers,Delhi,Cochin,1,470,27,5,2019,11,25,19,15,27,5,2019
Jet Airways,Kolkata,Banglore,1,735,5,1,2019,20,0,8,15,5,2,2019
SpiceJet,Banglore,Delhi,1,475,15,3,2019,10,20,18,15,15,3,2019
SpiceJet,Mumbai,Hyderabad,0,80,21,3,2019,13,10,14,30,21,3,2019
IndiGo,Banglore,Delhi,0,165,27,4,2019,1,30,4,15,27,4,2019
Vistara,Kolkata,Banglore,1,1580,15,5,2019,20,20,22,40,16,5,2019
Vistara,Kolkata,Banglore,1,1640,15,5,2019,17,0,20,20,16,5,2019
Multiple carriers,Delhi,Cochin,1,540,6,1,2019,7,10,16,10,6,1,2019
IndiGo,Delhi,Cochin,1,810,6,3,2019,7,30,21,0,6,3,2019
Jet Airways,Delhi,Cochin,1,455,3,3,2019,20,50,4,25,3,4,2019
Jet Airways,Kolkata,Banglore,1,690,6,12,2019,9,35,21,5,6,12,2019
IndiGo,Banglore,Delhi,0,165,5,6,2019,6,5,8,50,5,6,2019
IndiGo,Delhi,Cochin,0,185,3,6,2019,14,30,17,35,3,6,2019
SpiceJet,Chennai,Kolkata,0,135,18,6,2019,9,45,12,0,18,6,2019
IndiGo,Delhi,Cochin,1,380,18,5,2019,16,10,22,30,18,5,2019
Air India,Kolkata,Banglore,2,1700,15,5,2019,9,25,13,45,16,5,2019
IndiGo,Kolkata,Banglore,0,150,5,12,2019,15,15,17,45,5,12,2019
Jet Airways,Kolkata,Banglore,1,1610,5,12,2019,6,30,9,20,13,5,2019
Jet Airways,Delhi,Cochin,1,1105,6,6,2019,10,0,4,25,6,7,2019
Air India,Banglore,Delhi,0,170,24,5,2019,21,5,23,55,24,5,2019
IndiGo,Kolkata,Banglore,0,155,4,1,2019,4,40,7,15,4,1,2019
Air India,Delhi,Cochin,1,1010,3,3,2019,6,10,23,0,3,3,2019
IndiGo,Kolkata,Banglore,0,170,3,12,2019,5,30,8,20,3,12,2019
IndiGo,Banglore,Delhi,0,175,27,4,2019,18,55,21,50,27,4,2019
Jet Airways,Delhi,Cochin,2,1300,6,12,2019,6,45,4,25,13,6,2019
Jet Airways,Delhi,Cochin,1,885,6,12,2019,21,50,12,35,13,6,2019
IndiGo,Banglore,Delhi,0,170,5,9,2019,4,0,6,50,5,9,2019
Air India,Delhi,Cochin,2,1595,3,3,2019,16,40,19,15,3,4,2019
Air India,Kolkata,Banglore,1,545,6,12,2019,9,25,18,30,6,12,2019
Multiple carriers,Delhi,Cochin,1,510,6,6,2019,17,0,1,30,6,7,2019
IndiGo,Delhi,Cochin,2,825,3,3,2019,7,35,21,20,3,3,2019
Air India,Banglore,Delhi,2,1705,3,1,2019,6,45,11,10,3,2,2019
Jet Airways,Kolkata,Banglore,1,1720,4,1,2019,18,55,23,35,4,2,2019
IndiGo,Chennai,Kolkata,0,145,6,9,2019,11,35,14,0,6,9,2019
IndiGo,Kolkata,Banglore,0,155,5,3,2019,17,15,19,50,5,3,2019
GoAir,Banglore,Delhi,0,175,4,1,2019,7,45,10,40,4,1,2019
IndiGo,Mumbai,Hyderabad,0,90,6,12,2019,19,5,20,35,6,12,2019
Multiple carriers,Delhi,Cochin,1,660,6,1,2019,8,0,19,0,6,1,2019
Jet Airways,Delhi,Cochin,2,1130,6,12,2019,9,35,4,25,13,6,2019
Multiple carriers,Delhi,Cochin,3,835,15,5,2019,11,35,1,30,16,5,2019
IndiGo,Banglore,Delhi,0,170,15,4,2019,4,0,6,50,15,4,2019
Air India,Delhi,Cochin,1,375,27,6,2019,13,0,19,15,27,6,2019
Vistara,Banglore,Delhi,0,170,4,12,2019,21,0,23,50,4,12,2019
Jet Airways,Kolkata,Banglore,1,1520,18,5,2019,9,35,10,55,19,5,2019
Jet Airways,Delhi,Cochin,2,535,24,6,2019,19,30,4,25,25,6,2019
IndiGo,Delhi,Cochin,1,825,3,3,2019,8,35,22,20,3,3,2019
Air India,Banglore,Delhi,0,165,5,1,2019,10,0,12,45,5,1,2019
Air India,Delhi,Cochin,2,1210,15,6,2019,13,15,9,25,16,6,2019
IndiGo,Delhi,Cochin,1,635,21,3,2019,15,0,1,35,22,3,2019
Multiple carriers,Delhi,Cochin,1,720,24,6,2019,9,0,21,0,24,6,2019
Vistara,Kolkata,Banglore,1,1350,18,5,2019,20,20,18,50,19,5,2019
Jet Airways,Banglore,Delhi,0,160,24,3,2019,19,55,22,35,24,3,2019
Air Asia,Banglore,Delhi,0,165,3,9,2019,23,25,2,10,3,10,2019
IndiGo,Kolkata,Banglore,0,165,15,6,2019,20,25,23,10,15,6,2019
IndiGo,Kolkata,Banglore,0,155,4,6,2019,15,30,18,5,4,6,2019
Jet Airways,Delhi,Cochin,2,1600,21,3,2019,16,10,18,50,22,3,2019
Jet Airways,Delhi,Cochin,2,535,6,9,2019,19,30,4,25,6,10,2019
SpiceJet,Delhi,Cochin,1,380,18,5,2019,15,45,22,5,18,5,2019
Jet Airways,Banglore,Delhi,0,180,6,9,2019,19,50,22,50,6,9,2019
Air Asia,Kolkata,Banglore,0,150,21,5,2019,19,55,22,25,21,5,2019
Jet Airways,Delhi,Cochin,1,870,3,3,2019,13,55,4,25,3,4,2019
Jet Airways,Kolkata,Banglore,1,850,18,5,2019,8,25,22,35,18,5,2019
Jet Airways,Kolkata,Banglore,1,1610,21,5,2019,6,30,9,20,22,5,2019
IndiGo,Delhi,Cochin,1,355,3,9,2019,2,35,8,30,3,9,2019
Multiple carriers,Delhi,Cochin,1,510,27,3,2019,10,45,19,15,27,3,2019
IndiGo,Chennai,Kolkata,0,165,15,6,2019,15,40,18,25,15,6,2019
Multiple carriers,Delhi,Cochin,1,845,24,6,2019,4,55,19,0,24,6,2019
IndiGo,Kolkata,Banglore,0,155,24,4,2019,11,30,14,5,24,4,2019
GoAir,Kolkata,Banglore,1,455,5,1,2019,16,40,0,15,5,2,2019
Multiple carriers,Delhi,Cochin,1,835,6,1,2019,7,5,21,0,6,1,2019
Jet Airways,Banglore,Delhi,0,180,18,6,2019,7,10,10,10,18,6,2019
Jet Airways,Kolkata,Banglore,1,1515,24,3,2019,16,55,18,10,25,3,2019
IndiGo,Banglore,Delhi,0,165,15,6,2019,1,30,4,15,15,6,2019
IndiGo,Delhi,Cochin,1,810,21,5,2019,7,30,21,0,21,5,2019
Jet Airways,Delhi,Cochin,1,1260,3,3,2019,21,50,18,50,3,4,2019
IndiGo,Delhi,Cochin,1,380,27,6,2019,16,10,22,30,27,6,2019
